mssv,xlhv_1,xlhv_2,xlhv_3,xlhv_4,xlhv_5,xlhv_6
fbeaa895xpvaibaexe+em+qhkpgqwaay8f3mvspw,0,0,1,1,1,1
fc108f04xpvaibaexe+zrghfausfazd0kqthsnj4,0,0,1,2,2,2
fd1145eaxpvaibaexe8hixww/kwsba/pknlls66c,0,0,1,2,2,2
fd1d86a8xpvaibaexe/9lbbkdbccwh3xmapliwcp,0,0,1,1,1,1
fd3f195dxpvaibaexe9lubdg2blqkl/kk90e0gkm,0,0,1,2,2,2
fd4d1450xpvaibaexe9tsnflfdewahoresoxlxzp,0,0,0,1,2,2
fda9dea1xpvaibaexe+tqjlvjoj4bbq7gu36vta9,0,0,0,0,0,1
fdbf2427xpvaibaexe+lbmstuwvmun7/piywu437,0,1,2,2,2,2
fdca1f81xpvaibaexe+xw+0gojor0flmrnx/+tzg,0,0,0,0,0,1
fddbdf52xpvaibaexe+5aeinm7he3h6+dafh7v1r,0,0,1,1,1,1
fe6b6bd2xpvaibaexe+ld9vp5i9+1qcjzhpthmki,0,0,0,1,1,1
fecce3cbxpvaibaexe8yk/xntbukzhomj6wha+le,0,0,1,2,2,2
fecdca31xpvaibaexe+z64gg7q108bovij1tosym,0,0,0,1,1,1
ff1f91c6xpvaibaexe9qjdm9ne85ig8enj2bg8bp,0,0,0,0,0,1
ff47be24xpvaibaexe+g4b5cywzjwcx/s5xmqp36,0,0,1,1,1,1
ff575360xpvaibaexe9wgacca7scwwiaus/gwfcv,0,0,0,1,1,1
ff63d402xpvaibaexe8ciylbp/qla+oh6rjlg1kv,0,0,1,2,2,3
ff7b155axpvaibaexe8czdrb45s33jbu6kagljgx,0,1,1,1,1,1
ff9bcacdxpvaibaexe9a9whb728zil656mdf6zew,0,1,2,3,3,3
ff9f4b4bxpvaibaexe9hyalhcsdqbzink2e5ehqz,0,0,1,1,1,2
